image,caption
518251319_40e031e818.jpg#0,A bearded man is standing by a shopping cart holding up a cardboard sign .
518251319_40e031e818.jpg#1,"A guy holding a sign , with a shopping cart ."
518251319_40e031e818.jpg#2,a homeless man holding a sign written on cardboard
518251319_40e031e818.jpg#3,A man holds a sign seeking money .
518251319_40e031e818.jpg#4,homeless man begging for money using humorous sign .
518610439_b64ab21c02.jpg#0,a blond girl doing a handstand on a beach
518610439_b64ab21c02.jpg#1,A child does a handstand at the edge of a beach .
518610439_b64ab21c02.jpg#2,A girl in jeans does a handstand on the shore of the ocean .
518610439_b64ab21c02.jpg#3,A woman does a handstand on the beach .
518610439_b64ab21c02.jpg#4,A woman wearing jeans is doing a handstand on the beach .
519059913_4906fe4050.jpg#0,A boy doing a back flip into a swimming pool .
519059913_4906fe4050.jpg#1,A boy falling headfirst into a pool
519059913_4906fe4050.jpg#2,A boy wearing red and blue swim trunks jumping headfirst into a swimming pool .
519059913_4906fe4050.jpg#3,A brown-haired boy in swim trunks is flipped backwards over a swimming pool .
519059913_4906fe4050.jpg#4,A young boy jumping upside-down into a pool .
519167484_ee03e2a91e.jpg#0,A girl in a pink dress plays with a hula hoop .
519167484_ee03e2a91e.jpg#1,A girl wearing a pink dress swings a hula hoop around her neck .
519167484_ee03e2a91e.jpg#2,A little girl in a pick dress hula hoops with her neck outside .
519167484_ee03e2a91e.jpg#3,Blond girl paying with a hula hoop .
519167484_ee03e2a91e.jpg#4,Blond haired girl in pink dress with blue striped hula-hoop swinging around her neck .
519754987_51861fea85.jpg#0,A skinny girl rides by on a bike with a lot of people in the background .
519754987_51861fea85.jpg#1,A thin young woman in a green t-shirt cycles by a grey car .
519754987_51861fea85.jpg#2,A woman riding a bicycle past a car and a group of people on a sidewalk .
519754987_51861fea85.jpg#3,A young woman riding a bike down a street past a crowd of people .
519754987_51861fea85.jpg#4,People of all ilks on a busy street .
523692399_d2e261a302.jpg#0,"A girl performs skateboarding tricks in an arena for skateboarders , while wearing a helmet ."
523692399_d2e261a302.jpg#1,A man wears a black helmet and is on a black skateboard .
523692399_d2e261a302.jpg#2,A shirtless skateboarder .
523692399_d2e261a302.jpg#3,A skateboarder wearing a grey helmet is riding his board along a concrete curve .
523692399_d2e261a302.jpg#4,A view from the top of a skateboarder at the top of a ramp .
524031846_28b11bc0e5.jpg#0,A boy in swimming trunks is splashing in a swimming pool .
524031846_28b11bc0e5.jpg#1,a boy jumps into the pool .
524031846_28b11bc0e5.jpg#2,A boy splashes in a pool with his arms out to catch something .
524031846_28b11bc0e5.jpg#3,a young boy jumping to catch something in a pool .
524031846_28b11bc0e5.jpg#4,Boy reaches up while in pool .
524282699_71e678a6bd.jpg#0,A black dog and a golden dog approaching one another
524282699_71e678a6bd.jpg#1,A black dog and tan dog run towards each other on a beach .
524282699_71e678a6bd.jpg#2,a black dog is approaching a golden dog on pebbly beach .
524282699_71e678a6bd.jpg#3,Two dogs playing on a rocky beach .
524282699_71e678a6bd.jpg#4,Two dogs running on the sand .
524698457_77ba13840a.jpg#0,A brown dog races on an obstacle course .
524698457_77ba13840a.jpg#1,A dog jumping over hurdles .
524698457_77ba13840a.jpg#2,A dog leaps over the bar .
524698457_77ba13840a.jpg#3,A long-haired dog is jumping over horizontal poles .
524698457_77ba13840a.jpg#4,The dog is jumping over a yellow and white fence on an obstacle course .
525538142_7348f0bce7.jpg#0,"The two boys , one in orange the other in teal , wrestle in the sand ."
525538142_7348f0bce7.jpg#1,Two boys are playing in the sand at a playground .
525538142_7348f0bce7.jpg#2,Two boys tussle in the sand at a park .
525538142_7348f0bce7.jpg#3,Two boys wrestle together in the sand .
525538142_7348f0bce7.jpg#4,Two young boys are wrestling in a sand pit .
527288854_f26127b770.jpg#0,A climber in a yellow hard-hat is seen mid-climb from above .
527288854_f26127b770.jpg#1,A person wearing a yellow helmet attempts to climb a rock .
527288854_f26127b770.jpg#2,A woman works hard to maintain a fingerhold as she climbs a rock face .
527288854_f26127b770.jpg#3,Man straining to climb cliff face .
527288854_f26127b770.jpg#4,The gal in the yellow hardhat is rock climbing up the steep rock .
527946505_a51ade1578.jpg#0,a black dog about to jump into a lack to get a small ball .
527946505_a51ade1578.jpg#1,a black dog gets ready to jump into the water .
527946505_a51ade1578.jpg#2,A black dog is preparing to jump off a dock into the water to fetch a ball .
527946505_a51ade1578.jpg#3,A black dog on a dock about to dive into the water after a ball
527946505_a51ade1578.jpg#4,A dog leans off the dock to fetch a ball in the water .
528500099_7be78a0ca5.jpg#0,A smiling woman is wearing sunglasses on a day with sparse clouds .
528500099_7be78a0ca5.jpg#1,A woman dressed in a Nike shirt and matching pants looks down at the ground .
528500099_7be78a0ca5.jpg#2,A woman wearing a blue uniform stands and looks down .
528500099_7be78a0ca5.jpg#3,The lady smiles on a clear day .
528500099_7be78a0ca5.jpg#4,The woman is all dressed in blue and standing under a blue sky .
530454257_66d58b49ee.jpg#0,A boy in camouflage jacket notices several yellow ducks on display .
530454257_66d58b49ee.jpg#1,"A little boy , in a camouflage jacket , looks at a display of many yellow rubber ducks ."
530454257_66d58b49ee.jpg#2,A young boy looks at a display of rubber ducks .
530454257_66d58b49ee.jpg#3,A young boy wearing army gear is picking up a rubber ducky in a market .
530454257_66d58b49ee.jpg#4,Small boy looking at a display of yellow rubber ducks .
531055369_936fd76a63.jpg#0,A large woman carrying bags is standing outside of a shop .
531055369_936fd76a63.jpg#1,"A woman in purple walking past with a white bag in her hand , while an older man and woman are off to the side ."
531055369_936fd76a63.jpg#2,a woman wearing a purple outfit walking down the sidewalk carrying a white bag .
531055369_936fd76a63.jpg#3,People standing on a sidewalk near shops .
531055369_936fd76a63.jpg#4,Three people and a baby carriage in front of a store .
531152619_6db02a7ed9.jpg#0,A brown furry dog is biting a no hair brown dog .
531152619_6db02a7ed9.jpg#1,a brown hairy dog nibbles the ear of another dog that is baring its teeth .
531152619_6db02a7ed9.jpg#2,A shaggy dog bites the cheek of a short-haired dog .
531152619_6db02a7ed9.jpg#3,Two dogs are biting each other in the snow .
531152619_6db02a7ed9.jpg#4,Two dogs are fighting in the snow .
532131603_c82d454c8a.jpg#0,a black dog is emerging from a red tunnel .
532131603_c82d454c8a.jpg#1,A border collie is running out of a red tunnel obstacle .
532131603_c82d454c8a.jpg#2,A dog peeks out of a red play tunnel .
532131603_c82d454c8a.jpg#3,Dog in folding red tunnel on grass .
532131603_c82d454c8a.jpg#4,The black and white dog sprints through the red parachute tunnel on the grassy field .
532396029_ce125bda3f.jpg#0,A little blonde girl splashing in a mud puddle .
532396029_ce125bda3f.jpg#1,"A little girl finds joy in playing in a big , sloppy area of mud !"
532396029_ce125bda3f.jpg#2,A little girl with blonde hair is playing and splashing in a mud puddle .
532396029_ce125bda3f.jpg#3,A naked little girl plays in a mud puddle .
532396029_ce125bda3f.jpg#4,A naked little girl splashing in a mud puddle
532914728_c5d8d56b0b.jpg#0,A little boy in a striped shirt going down a light and dark blue slide .
532914728_c5d8d56b0b.jpg#1,A little boy is sliding down a teal and blue slide .
532914728_c5d8d56b0b.jpg#2,A small boy is riding a water slide
532914728_c5d8d56b0b.jpg#3,Small boy holding is arm out to balance himself while he goes down the fairground slide .
532914728_c5d8d56b0b.jpg#4,Small boy in blue striped shirt coming down large slide .
532999240_1409d073be.jpg#0,A brown and white dog plays with a ball in the dirt .
532999240_1409d073be.jpg#1,A brown dog is chasing after a soccer ball .
532999240_1409d073be.jpg#2,A brown dog jumps as he looks at a soccer ball .
532999240_1409d073be.jpg#3,The dog runs towards the ball .
532999240_1409d073be.jpg#4,This brown and white dog is chasing a soccer ball .
533483374_86c5d4c13e.jpg#0,A brown and white dog is standing on a beach with a tennis ball beside it .
533483374_86c5d4c13e.jpg#1,A dog is on the beach near a ball .
533483374_86c5d4c13e.jpg#2,a dog on the beach .
533483374_86c5d4c13e.jpg#3,The brown dog is standing next to a ball on the beach .
533483374_86c5d4c13e.jpg#4,The dog stands in the sand near the ocean .
534056823_0752303702.jpg#0,A girl posing next to a big statue with a big nose .
534056823_0752303702.jpg#1,A woman having her picture taken in front of a large carving .
534056823_0752303702.jpg#2,A woman poses for pictures with a statue of a troll .
534056823_0752303702.jpg#3,"A woman poses in front of a statue , while a man and another woman photograph her ."
534056823_0752303702.jpg#4,Woman in black shirt posing for pictures in front of statue .
534200447_b0f3ff02be.jpg#0,The woman in yellow is throwing the football to the woman in brown .
534200447_b0f3ff02be.jpg#1,Two girls playing catch on a lawn
534200447_b0f3ff02be.jpg#2,Two girls throw a ball back and forth in their backyard .
534200447_b0f3ff02be.jpg#3,Two girls throwing a football in their backyard .
534200447_b0f3ff02be.jpg#4,Two women play catch in a yard .
534655560_dc1c335b3f.jpg#0,A girl in a pink hat is running past a green wheelbarrow .
534655560_dc1c335b3f.jpg#1,A girl runs in front of a wheelbarrow .
534655560_dc1c335b3f.jpg#2,"A little girl wearing a hat , playing surrounded by a wheelbarrow with wood in the background and a building ."
534655560_dc1c335b3f.jpg#3,A little girl wearing a pink hat is running near some garden tools .
534655560_dc1c335b3f.jpg#4,A young girl with a painted face runs in a backyard .
534875358_6ea30d3091.jpg#0,A blonde woman wearing a green shirt and blue jeans walks away .
534875358_6ea30d3091.jpg#1,a girl in a blue hoodie is carrying a brown bag
534875358_6ea30d3091.jpg#2,A woman in patterned blue jeans and a green sweater walks away whilst carrying a brown plastic bag .
534875358_6ea30d3091.jpg#3,"A woman walking , wearing a green shirt and jeans"
534875358_6ea30d3091.jpg#4,It looks like the girl went shopping and got something from the AVEDA store .
534886684_a6c9f40fa1.jpg#0,A man is walking a dog on a leash down the street
534886684_a6c9f40fa1.jpg#1,A man walking his dog in a crosswalk .
534886684_a6c9f40fa1.jpg#2,a man walks his dog in the street .
534886684_a6c9f40fa1.jpg#3,The man in the denim outfit walks a black and tan dog on a crosswalk .
534886684_a6c9f40fa1.jpg#4,Young man walking dog
535249787_0fcaa613a0.jpg#0,A boy in a red helmet hits a ball with a bat .
535249787_0fcaa613a0.jpg#1,A child hits a baseball .
535249787_0fcaa613a0.jpg#2,A little boy batting with a red helmet on .
535249787_0fcaa613a0.jpg#3,A little boy hits a baseball while his family watches
535249787_0fcaa613a0.jpg#4,Boy with black shirt and red batting helmet swinging bat at ball on ball field .
535309053_ec737abde8.jpg#0,A campsite has been established amidst the trees and bushes .
535309053_ec737abde8.jpg#1,A campsite with tents and picnic tables .
535309053_ec737abde8.jpg#2,A group of people camp in tents near some trees .
535309053_ec737abde8.jpg#3,A woman at a campground .
535309053_ec737abde8.jpg#4,People are camping in a group .
535399240_0714a6e950.jpg#0,A boy and a girl are riding in a red seat on a fairground ride .
535399240_0714a6e950.jpg#1,A girl and a boy enjoy a fast amusement ride .
535399240_0714a6e950.jpg#2,A young girl and boy on a ride at an amusement park .
535399240_0714a6e950.jpg#3,Two children ride in a red seat on a fair ride and smile .
535399240_0714a6e950.jpg#4,Two kids are on a fair ride and are slipping to one side of the car .
535529555_583d89b7f2.jpg#0,two brown and white dogs fighting over a Frisbee
535529555_583d89b7f2.jpg#1,Two dogs fighting over a Frisbee
535529555_583d89b7f2.jpg#2,Two dogs outside fighting over a red Frisbee .
535529555_583d89b7f2.jpg#3,Two dogs play with a Frisbee on the lawn .
535529555_583d89b7f2.jpg#4,Two dogs try to get the chewed-up red Frisbee from the other .
535830521_aa971319fc.jpg#0,"A person wearing a blue jacket , blue jacket and black earmuffs is holding up a newspaper ."
535830521_aa971319fc.jpg#1,A woman holding a newspaper .
535830521_aa971319fc.jpg#2,"A woman holds a newspaper that says "" Real change "" ."
535830521_aa971319fc.jpg#3,"A woman with ear muffs holds a paper that says "" real change "" on the cover ."
535830521_aa971319fc.jpg#4,"A woman in holding up a newspaper headline reading "" Real Change . """
536721406_884ab8fece.jpg#0,"A black and brown dog chasing after a bull in a fenced , muddy area ."
536721406_884ab8fece.jpg#1,A bull runs from an aggressive dog behind him .
536721406_884ab8fece.jpg#2,A dog chases a bull through a muddy pen .
536721406_884ab8fece.jpg#3,A small black dog chases a large animal in a fenced area .
536721406_884ab8fece.jpg#4,The dog barks madly at the bull in the pen .
537222436_ab406234ce.jpg#0,A black haired woman in a white skirt and black boots is carrying a red bag and walking down the street .
