English,Telugu
"But, Winifred, old girl, that's an entirely different matter.","కానీ, వినిఫ్రేడ్, పాత అమ్మాయి, ఒక పూర్తిగా భిన్నమైనది అని ."
Yes. Wow!,అవును.
You can't see anything. Come on in.,మీరు ఏదైనా చూడలేకున్నాను.
He's the head of the KUF.,అతను KUF అధినేత.
"Easy, easy.","సులువు, సులభంగా."
Unless intel can't locate it.,- ఇంటెల్ గుర్తించడం కాదు తప్ప.
(BAND PLAYING FOLK MUSIC),(జానపద సంగీతం బ్యాండ్ ప్రదర్శన)
In my pants.,నా ప్యాంటు లో.
"Sally, my tech's concerned about the security of the site.","సాలీ, నా టెక్ సైట్ యొక్క భద్రత గురించి వార్తలు."
(ALL LAUGHING) (APPLAUSE),(ALL) లాఫింగ్ (చప్పట్లు)
"All right, kiddo.","అన్ని కుడి, kiddo."
Disappeared.,అదృశ్యమైన.
Back.,తిరిగి.
"Give it to him, Ruth.",", అతనికి రూత్ అది ఇవ్వండి."
COULD'VE GOT YOU SOMETHING MUCH COOLER THAN THIS THING.,మీరు ఈ విషయాన్ని కన్నా ఎక్కువ చల్ల ఏదో గాట్ కాలేదు.
You in here?,మీరు ఇక్కడ ఉన్నాయి?
"(WHISPERS) You buck up, Bob.","(Whispers) మీరు అప్ బక్, బాబ్."
(CAJUN MUSIC PLAYING),(కాజున్ సంగీత సాధన)
"Oh, tarnations.",- Tarnations.
"""Myotonia Congenita.","""Myotonic Congenita"
"Virginia, about an hour north of Bristol.","Virginia, బ్రిస్టల్ ఒక గంట ఉత్తర గురించి."
No...,నం ..
You can go back to your life.,మీరు మీ జీవితం వెళ్లవచ్చు.
"- No, it's fine.","- ఏ ,అదిజరిమానాఉంది."
- How cool is that?,- ఎంత బాగుంది?
[ SARAH GASPS ],[సారా gasps]
"I mean, there might be...","నా ఉద్దేశ్యం, ఉండవచ్చు..."
"IT'LL WASH OFF, THOUGH, WON'T IT?","అది కాదు, అయితే, OFF వాష్ చేస్తాము?"
Cross town--,క్రాస్ పట్టణం -
"DARLING, WHY DID I LET YOU IN WITH THIS FUCKING PRICK?","DARLING, నేను దీన్ని ఎందుకు అనుకున్నాను ముందుకు త్రోయు తో IN మిమ్మల్ని అనుమతిస్తుంది తెలుసా?"
(MUSIC FADES UP),(MUSIC రంగులోకి మసకబారుతుంది UP)
I will let them know I am your attorney and that you will not be paying.,మీరు చెల్లించడం కాదు మరియు నేను వాటిని నేను మీ న్యాయవాది am తెలియజేస్తాం.
"Everything you done for me here, let me return the favor.","మీరు ఇక్కడ నాకు పూర్తి అంతా, నాకు అనుకూలంగా తిరిగి వీలు."
Demon dog!,డెమోన్ కుక్క!
Car accident.,కార్ ప్రమాదంలో.
- He's early.,- అతను ప్రారంభ ఉంది.
I don't.,నాదగ్గర.
FUCK'S SAKE!,ఫక్ మాట!
FUCK'S SAKE.,ఫక్ మాట.
Hold her when you wanna,ఆమెహోల్డ్మీరువన్నా
It's the best way to stay focused.,ఇందులో ఉండడానికి ఉత్తమ మార్గం ఉంది.
"Come on, we gotta go.","న కమ్, మేము వెళ్ళి చూడాలి."
"All right, it's a step up.","అన్ని కుడి, అది ఒక అడుగు."
And as for you--,మరియు మీరు కోసం...
"But it knows you, Jack.","కానీ మీరు తెలుసు, జాక్."
"Cool, yeah.","- కూల్, yeah."
"Now, do you know why I can do that?","నేను అలా ఎందుకు ఇప్పుడు, మీరు తెలుసు?"
"Like, for a job.","ఉద్యోగం కోసం, ఇలా."
You didn't hear that guy?,ఆ వ్యక్తి వినలేదు?
- Thank you!,బర్ట్: ధన్యవాదాలు!
And you said...,మరియు మీరు చెప్పారు...
I hate what this is doing to you.,నేను ఈ మీరు చేస్తున్నది ద్వేషం.
"You know, do it the way we always do.","మీరు మేము ఎల్లప్పుడూ చేయండి మార్గం, తెలుసు."
- Thank you.,- ధన్యవాదాలు.
"- And besides, I put away a ton of money.","- మరియు పాటు, నేను డబ్బు ఒక టన్ను యథాతథంగా."
"It's your old pal, Eddie.","ఇది మీ పాత స్నేహితుడు, ఎడ్డీ ఉంది."
You're all pretty.,మీరు అన్ని చాలా ఉన్నాయి.
(EXCLAIMS),(అరిచారు)
And you'll be the guy who ends up with her.,మరియు మీరు ఆమె తో ముగుస్తుంది వ్యక్తి ఉంటుంది.
"Yo, yo, yo, yo, yo!","యో, యో, యో, యో, యో!"
- Wadahlabat-boodalabat,-Wadahlabat-boodalabat
He won't wake up.,అతనుమేల్కొలపడానికికాదు.
"JAYE: Hustle up, guys.","జాయేWorldwide7477అందించినఉపశీర్షికలు,అబ్బాయిలు."
- (GROANING),- (GROANING)
Watch your three.,మీ మూడు చూడండి.
Just here.,జస్ట్ ఇక్కడ.
LOOK AT IT.,ఐటి చూడండి.
A lot.,చాలా.
A parade!,ఒక పెరేడ్!
"D-listed, what does that mean?","D-జాబితా, దాన్ని అర్థం?"
A parade.,ఒక పెరేడ్!
"No, you didn't.","నేను"" హే, కావానాహ్, మీరు మళ్ళీ నన్ను మాట్లాడటం "", అన్నారు ."
"Bye, Mom.","- బై, Mom, బై."
Who's this guy?,ఈ వ్యక్తి ఎవరు?
"But one day, had not sufficed.","కాని ఒక రోజు, సరిపోతుంది కాలేదు."
"WANT THE FEDS SNIFFING AROUND YOUR BUSINESS, INNIT?","అవును, అది మీకు మాత్రమే 'ఎందుకంటే యొక్క?"
"Sir, NORAD reports that the second Cerberus code has been entered.","రెండవ సెర్బెరస్ను కోడ్ నమోదు ఆ సర్, NORAD నివేదికలు."
"Before I had a chance to get to them, they drove off.","నేను పొందేందుకు వెళ్లిన ముందు, పొందేందుకు అవకాశం."
WHO THE FUCK'S GONNA TAKE A CONTRACT OUT ON ME? !,WHO ఫక్ ME ON ఒప్పందం చేద్దామని గొన్నా?
-It's Jane.,-ఇది జేన్ ఉంది.
"Judith, let's go!","జుడిత్, యొక్క వెళ్ళి తెలపండి!"
